EXCH,Scrip,Call/Put,Exp Date,STK,BF Qty,Buy Qty,Buy Avg,Sale Qty,Sale Avg,Net Qty,MTM,Avg Rate,LTP,Today Net,Today Avg
FO,IRB,CE,27-02-2025,55.0,-20500,0,0.0,0,0.0,-20500,1025.0,0.15,0.1,0,0.0
FO,IRB,PE,27-02-2025,55.0,20500,0,0.0,0,0.0,20500,24600.0,7.25,8.45,0,0.0
FO,JINDALSTEL,CE,27-02-2025,840.0,-3750,0,0.0,0,0.0,-3750,-3375.0,20.25,21.15,0,0.0
FO,JINDALSTEL,PE,27-02-2025,840.0,3750,0,0.0,0,0.0,3750,-14625.0,18.75,14.85,0,0.0
FO,JINDALSTEL,FF,27-02-2025,0.0,3750,0,0.0,0,0.0,3750,16500.0,841.3,845.7,0,0.0
FO,JIOFIN,FF,27-02-2025,0.0,9900,0,0.0,0,0.0,9900,-20988.0,223.4,221.28,0,0.0
FO,JIOFIN,CE,27-02-2025,240.0,-3300,0,0.0,0,0.0,-3300,1155.0,1.1,0.75,0,0.0
FO,JIOFIN,PE,27-02-2025,240.0,3300,0,0.0,0,0.0,3300,5610.0,17.6,19.3,0,0.0
FO,JIOFIN,CE,27-02-2025,250.0,-3300,0,0.0,0,0.0,-3300,495.0,0.55,0.4,0,0.0
FO,JIOFIN,PE,27-02-2025,250.0,3300,0,0.0,0,0.0,3300,8745.0,26.45,29.1,0,0.0
FO,JIOFIN,CE,27-02-2025,260.0,-3300,0,0.0,0,0.0,-3300,495.0,0.35,0.2,0,0.0
FO,JIOFIN,PE,27-02-2025,260.0,3300,0,0.0,0,0.0,3300,5280.0,37.1,38.7,0,0.0
FO,KALYANKJIL,CE,27-02-2025,480.0,0,0,0.0,-1550,19.48,-1550,1511.25,19.48,18.5,-1550,19.48
FO,KALYANKJIL,PE,27-02-2025,480.0,0,1550,16.93,0,0.0,1550,426.25,16.93,17.2,1550,16.93
FO,KALYANKJIL,CE,27-02-2025,500.0,4650,0,0.0,-8525,11.76,-3875,-27900.0,3.8,11.0,-8525,11.76
FO,KALYANKJIL,PE,27-02-2025,500.0,-4650,8525,27.49,0,0.0,3875,-29643.75,37.55,29.9,8525,27.49
FO,KALYANKJIL,FF,27-02-2025,0.0,-6975,16275,483.21,-775,481.85,8525,97262.5,469.84,481.25,15500,483.28
FO,KALYANKJIL,CE,27-02-2025,460.0,2325,775,30.5,-6200,31.56,-3100,-30651.25,21.41,31.3,-5425,31.71
FO,KALYANKJIL,PE,27-02-2025,460.0,-2325,5425,8.12,0,0.0,3100,-2751.25,9.79,8.9,5425,8.12
FO,KPITTECH,FF,27-02-2025,0.0,2000,0,0.0,0,0.0,2000,28800.0,1313.2,1327.6,0,0.0
FO,KPITTECH,CE,27-02-2025,1440.0,-2000,0,0.0,0,0.0,-2000,200.0,4.05,3.95,0,0.0
FO,KPITTECH,PE,27-02-2025,1440.0,2000,0,0.0,0,0.0,2000,-6900.0,130.2,126.75,0,0.0
FO,MANAPPURAM,FF,27-02-2025,0.0,60000,0,0.0,0,0.0,60000,-210000.0,192.88,189.38,0,0.0
FO,MANAPPURAM,CE,27-02-2025,190.0,-9000,0,0.0,0,0.0,-9000,19800.0,9.1,6.9,0,0.0
FO,MANAPPURAM,PE,27-02-2025,190.0,9000,0,0.0,0,0.0,9000,9900.0,6.3,7.4,0,0.0
FO,MANAPPURAM,CE,27-02-2025,210.0,-51000,0,0.0,0,0.0,-51000,22950.0,2.1,1.65,0,0.0
FO,MANAPPURAM,PE,27-02-2025,210.0,51000,0,0.0,0,0.0,51000,188700.0,19.3,23.0,0,0.0
FO,MARUTI,CE,27-02-2025,13100.0,100,0,0.0,0,0.0,100,-5.0,35.55,35.5,0,0.0
FO,MARUTI,PE,27-02-2025,13100.0,-100,0,0.0,0,0.0,-100,585.0,358.35,352.5,0,0.0
FO,MARUTI,FF,27-02-2025,0.0,-100,0,0.0,0,0.0,-100,-65.0,12783.0,12783.65,0,0.0
FO,MOTHERSON,FF,27-02-2025,0.0,14200,0,0.0,0,0.0,14200,39902.0,125.27,128.08,0,0.0
FO,MOTHERSON,CE,27-02-2025,135.0,-3550,0,0.0,0,0.0,-3550,-710.0,0.85,1.05,0,0.0
FO,MOTHERSON,PE,27-02-2025,135.0,3550,0,0.0,0,0.0,3550,-7810.0,10.3,8.1,0,0.0
FO,MOTHERSON,CE,27-02-2025,145.0,-10650,0,0.0,0,0.0,-10650,0.0,0.25,0.25,0,0.0
FO,MOTHERSON,PE,27-02-2025,145.0,10650,0,0.0,0,0.0,10650,-35677.5,19.95,16.6,0,0.0
FO,NCC,CE,27-02-2025,200.0,-12425,0,0.0,0,0.0,-12425,18637.5,2.9,1.4,0,0.0
FO,NCC,PE,27-02-2025,200.0,12425,0,0.0,0,0.0,12425,43487.5,11.5,15.0,0,0.0
FO,NCC,CE,27-02-2025,220.0,-5325,0,0.0,0,0.0,-5325,1331.25,0.6,0.35,0,0.0
FO,NCC,PE,27-02-2025,220.0,5325,0,0.0,0,0.0,5325,28488.75,29.65,35.0,0,0.0
FO,NCC,CE,27-02-2025,240.0,-1775,0,0.0,0,0.0,-1775,177.5,0.25,0.15,0,0.0
FO,NCC,PE,27-02-2025,240.0,1775,0,0.0,0,0.0,1775,9496.25,48.8,54.15,0,0.0
FO,NCC,FF,27-02-2025,0.0,28400,0,0.0,0,0.0,28400,-167560.0,191.4,185.5,0,0.0
FO,NCC,CE,27-02-2025,210.0,-8875,0,0.0,0,0.0,-8875,4881.25,1.2,0.65,0,0.0
FO,NCC,PE,27-02-2025,210.0,8875,0,0.0,0,0.0,8875,35943.75,20.1,24.15,0,0.0
FO,NMDC,CE,27-02-2025,66.0,-108000,0,0.0,0,0.0,-108000,5400.0,0.6,0.55,0,0.0
FO,NMDC,PE,27-02-2025,66.0,108000,0,0.0,0,0.0,108000,-54000.0,3.9,3.4,0,0.0
FO,NMDC,CE,27-02-2025,67.0,-67500,0,0.0,0,0.0,-67500,3375.0,0.45,0.4,0,0.0
FO,NMDC,PE,27-02-2025,67.0,67500,0,0.0,0,0.0,67500,27000.0,4.65,5.05,0,0.0
FO,NMDC,CE,27-02-2025,68.0,-121500,0,0.0,0,0.0,-121500,0.0,0.3,0.3,0,0.0
FO,NMDC,PE,27-02-2025,68.0,121500,0,0.0,0,0.0,121500,-42525.0,5.5,5.15,0,0.0
FO,NMDC,FF,27-02-2025,0.0,958500,0,0.0,0,0.0,958500,277965.0,62.71,63.0,0,0.0
FO,NMDC,CE,27-02-2025,60.0,-13500,0,0.0,0,0.0,-13500,-2025.0,3.45,3.6,0,0.0
FO,NMDC,PE,27-02-2025,60.0,13500,0,0.0,0,0.0,13500,-1350.0,0.7,0.6,0,0.0
FO,NMDC,CE,27-02-2025,70.0,-567000,0,0.0,0,0.0,-567000,28350.0,0.2,0.15,0,0.0
FO,NMDC,PE,27-02-2025,70.0,567000,0,0.0,0,0.0,567000,-141750.0,7.4,7.15,0,0.0
FO,NMDC,CE,27-02-2025,65.0,-81000,0,0.0,0,0.0,-81000,4050.0,0.8,0.75,0,0.0
FO,NMDC,PE,27-02-2025,65.0,81000,0,0.0,0,0.0,81000,-24300.0,3.05,2.75,0,0.0
FO,PEL,CE,27-02-2025,1000.0,-750,0,0.0,0,0.0,-750,975.0,4.95,3.65,0,0.0
FO,PEL,PE,27-02-2025,1000.0,750,0,0.0,0,0.0,750,2587.5,77.2,80.65,0,0.0
FO,PEL,FF,27-02-2025,0.0,750,0,0.0,0,0.0,750,-6712.5,928.35,919.4,0,0.0
FO,PNB,FF,27-02-2025,0.0,1856000,0,0.0,0,0.0,1856000,-2635520.0,93.36,91.94,0,0.0
FO,PNB,CE,27-02-2025,95.0,-152000,0,0.0,0,0.0,-152000,83600.0,1.4,0.85,0,0.0
FO,PNB,PE,27-02-2025,95.0,152000,0,0.0,0,0.0,152000,121600.0,3.05,3.85,0,0.0
FO,PNB,CE,27-02-2025,97.0,8000,0,0.0,0,0.0,8000,-2400.0,0.8,0.5,0,0.0
FO,PNB,PE,27-02-2025,97.0,-8000,0,0.0,0,0.0,-8000,-7200.0,4.35,5.25,0,0.0
FO,PNB,CE,27-02-2025,99.0,-16000,0,0.0,0,0.0,-16000,3200.0,0.5,0.3,0,0.0
FO,PNB,PE,27-02-2025,99.0,16000,0,0.0,0,0.0,16000,16800.0,6.1,7.15,0,0.0
FO,PNB,CE,27-02-2025,105.0,-368000,0,0.0,0,0.0,-368000,18400.0,0.2,0.15,0,0.0
FO,PNB,PE,27-02-2025,105.0,368000,0,0.0,0,0.0,368000,423200.0,11.65,12.8,0,0.0
FO,PNB,CE,27-02-2025,90.0,-8000,0,0.0,0,0.0,-8000,9200.0,4.3,3.15,0,0.0
FO,PNB,PE,27-02-2025,90.0,8000,0,0.0,0,0.0,8000,1200.0,1.0,1.15,0,0.0
FO,PNB,CE,27-02-2025,96.0,-16000,0,0.0,0,0.0,-16000,6400.0,1.05,0.65,0,0.0
FO,PNB,PE,27-02-2025,96.0,16000,0,0.0,0,0.0,16000,14400.0,3.7,4.6,0,0.0
FO,PNB,CE,27-02-2025,98.0,-128000,0,0.0,0,0.0,-128000,25600.0,0.6,0.4,0,0.0
FO,PNB,PE,27-02-2025,98.0,128000,0,0.0,0,0.0,128000,179200.0,5.3,6.7,0,0.0
FO,PNB,CE,27-02-2025,100.0,-1072000,0,0.0,0,0.0,-1072000,160800.0,0.4,0.25,0,0.0
FO,PNB,PE,27-02-2025,100.0,1072000,0,0.0,0,0.0,1072000,1286400.0,7.0,8.2,0,0.0
FO,PNB,CE,27-02-2025,102.0,-104000,0,0.0,0,0.0,-104000,5200.0,0.25,0.2,0,0.0
FO,PNB,PE,27-02-2025,102.0,104000,0,0.0,0,0.0,104000,171600.0,8.8,10.45,0,0.0
FO,POLICYBZR,CE,27-02-2025,1500.0,-975,0,0.0,0,0.0,-975,-9945.0,50.8,61.0,0,0.0
FO,POLICYBZR,PE,27-02-2025,1500.0,975,0,0.0,0,0.0,975,-15990.0,50.2,33.8,0,0.0
FO,POLICYBZR,CE,27-02-2025,1600.0,-975,0,0.0,0,0.0,-975,-1950.0,14.3,16.3,0,0.0
FO,POLICYBZR,PE,27-02-2025,1600.0,975,0,0.0,0,0.0,975,-24716.25,114.1,88.75,0,0.0
FO,POLICYBZR,FF,27-02-2025,0.0,1950,0,0.0,0,0.0,1950,53235.0,1500.5,1527.8,0,0.0
FO,RELIANCE,FF,27-02-2025,0.0,105000,0,0.0,0,0.0,105000,-246750.0,1227.05,1224.7,0,0.0
FO,RELIANCE,CE,27-02-2025,1300.0,-71000,0,0.0,0,0.0,-71000,31950.0,1.5,1.05,0,0.0
FO,RELIANCE,PE,27-02-2025,1300.0,71000,0,0.0,0,0.0,71000,42600.0,74.0,74.6,0,0.0
FO,RELIANCE,CE,27-02-2025,1320.0,-16000,0,0.0,0,0.0,-16000,4800.0,0.95,0.65,0,0.0
FO,RELIANCE,PE,27-02-2025,1320.0,16000,0,0.0,0,0.0,16000,42400.0,93.15,95.8,0,0.0
FO,RELIANCE,CE,27-02-2025,1400.0,-8500,0,0.0,0,0.0,-8500,850.0,0.4,0.3,0,0.0
FO,RELIANCE,PE,27-02-2025,1400.0,8500,0,0.0,0,0.0,8500,25075.0,172.05,175.0,0,0.0
FO,RELIANCE,CE,27-02-2025,1250.0,-3000,0,0.0,0,0.0,-3000,3750.0,7.5,6.25,0,0.0
FO,RELIANCE,PE,27-02-2025,1250.0,3000,0,0.0,0,0.0,3000,3600.0,30.3,31.5,0,0.0
FO,RELIANCE,CE,27-02-2025,1270.0,-500,0,0.0,0,0.0,-500,350.0,3.35,2.65,0,0.0
FO,RELIANCE,PE,27-02-2025,1270.0,500,0,0.0,0,0.0,500,800.0,46.0,47.6,0,0.0
FO,RELIANCE,CE,27-02-2025,1310.0,-6000,0,0.0,0,0.0,-6000,1500.0,1.1,0.85,0,0.0
FO,RELIANCE,PE,27-02-2025,1310.0,6000,0,0.0,0,0.0,6000,37200.0,83.45,89.65,0,0.0
FO,SAIL,CE,27-02-2025,107.5,-16000,0,0.0,0,0.0,-16000,11200.0,2.0,1.3,0,0.0
FO,SAIL,PE,27-02-2025,107.5,16000,0,0.0,0,0.0,16000,6400.0,3.85,4.25,0,0.0
FO,SAIL,CE,27-02-2025,100.0,-84000,0,0.0,0,0.0,-84000,100800.0,6.7,5.5,0,0.0
FO,SAIL,PE,27-02-2025,100.0,84000,0,0.0,0,0.0,84000,0.0,1.05,1.05,0,0.0
FO,SAIL,CE,27-02-2025,105.0,-84000,0,0.0,0,0.0,-84000,79800.0,3.2,2.25,0,0.0
FO,SAIL,PE,27-02-2025,105.0,84000,0,0.0,0,0.0,84000,21000.0,2.5,2.75,0,0.0
FO,SAIL,CE,27-02-2025,110.0,-176000,0,0.0,-16000,0.85,-192000,98400.0,1.26,0.75,-16000,0.85
FO,SAIL,PE,27-02-2025,110.0,176000,16000,5.8,0,0.0,192000,140800.0,5.62,6.35,16000,5.8
FO,SAIL,CE,27-02-2025,115.0,-76000,0,0.0,0,0.0,-76000,15200.0,0.5,0.3,0,0.0
FO,SAIL,PE,27-02-2025,115.0,76000,0,0.0,0,0.0,76000,201400.0,9.75,12.4,0,0.0
FO,SAIL,FF,27-02-2025,0.0,436000,16000,104.85,0,0.0,452000,-555560.0,105.69,104.46,16000,104.85
FO,SBICARD,FF,27-02-2025,0.0,-2400,0,0.0,0,0.0,-2400,-22440.0,853.95,863.3,0,0.0
FO,SBICARD,CE,27-02-2025,800.0,800,0,0.0,0,0.0,800,7920.0,55.7,65.6,0,0.0
FO,SBICARD,PE,27-02-2025,800.0,-800,0,0.0,0,0.0,-800,960.0,2.95,1.75,0,0.0
FO,SBICARD,CE,27-02-2025,840.0,800,0,0.0,0,0.0,800,4480.0,24.7,30.3,0,0.0
FO,SBICARD,PE,27-02-2025,840.0,-800,0,0.0,0,0.0,-800,2760.0,10.7,7.25,0,0.0
FO,SBICARD,CE,27-02-2025,850.0,800,0,0.0,0,0.0,800,3760.0,18.6,23.3,0,0.0
FO,SBICARD,PE,27-02-2025,850.0,-800,0,0.0,0,0.0,-800,3440.0,14.5,10.2,0,0.0
FO,SJVN,CE,27-02-2025,90.0,-9450,0,0.0,0,0.0,-9450,0.0,1.55,1.55,0,0.0
FO,SJVN,PE,27-02-2025,90.0,9450,0,0.0,0,0.0,9450,-4252.5,3.95,3.5,0,0.0
FO,SJVN,CE,27-02-2025,100.0,-4725,0,0.0,0,0.0,-4725,236.25,0.25,0.2,0,0.0
FO,SJVN,PE,27-02-2025,100.0,4725,0,0.0,0,0.0,4725,3780.0,11.45,12.25,0,0.0
FO,SJVN,FF,27-02-2025,0.0,14175,0,0.0,0,0.0,14175,7512.75,87.5,88.03,0,0.0
FO,TATAMOTORS,FF,27-02-2025,0.0,29700,0,0.0,0,0.0,29700,-170775.0,688.75,683.0,0,0.0
FO,TATAMOTORS,CE,27-02-2025,730.0,-8250,0,0.0,0,0.0,-8250,7425.0,2.8,1.9,0,0.0
FO,TATAMOTORS,PE,27-02-2025,730.0,8250,0,0.0,0,0.0,8250,39187.5,43.8,48.55,0,0.0
FO,TATAMOTORS,CE,27-02-2025,750.0,-10450,0,0.0,0,0.0,-10450,5225.0,1.55,1.05,0,0.0
FO,TATAMOTORS,PE,27-02-2025,750.0,10450,0,0.0,0,0.0,10450,54340.0,62.7,67.9,0,0.0
FO,TATAMOTORS,CE,27-02-2025,700.0,-9350,0,0.0,0,0.0,-9350,25712.5,8.95,6.2,0,0.0
FO,TATAMOTORS,PE,27-02-2025,700.0,9350,0,0.0,0,0.0,9350,29920.0,20.0,23.2,0,0.0
FO,TATAMOTORS,CE,27-02-2025,720.0,-1650,0,0.0,0,0.0,-1650,2062.5,4.05,2.8,0,0.0
FO,TATAMOTORS,PE,27-02-2025,720.0,1650,0,0.0,0,0.0,1650,7837.5,35.05,39.8,0,0.0
FO,TATAPOWER,CE,27-02-2025,350.0,-1350,0,0.0,0,0.0,-1350,0.0,3.1,3.1,0,0.0
FO,TATAPOWER,PE,27-02-2025,350.0,1350,0,0.0,0,0.0,1350,-1890.0,14.55,13.15,0,0.0
FO,TATAPOWER,CE,27-02-2025,360.0,-5400,0,0.0,0,0.0,-5400,0.0,1.4,1.4,0,0.0
FO,TATAPOWER,PE,27-02-2025,360.0,5400,0,0.0,0,0.0,5400,-6750.0,22.65,21.4,0,0.0
FO,TATAPOWER,CE,27-02-2025,370.0,-6750,0,0.0,0,0.0,-6750,1012.5,0.85,0.7,0,0.0
FO,TATAPOWER,PE,27-02-2025,370.0,6750,0,0.0,0,0.0,6750,-7425.0,31.85,30.75,0,0.0
FO,TATAPOWER,FF,27-02-2025,0.0,13500,0,0.0,0,0.0,13500,20925.0,338.35,339.9,0,0.0
FO,TATASTEEL,FF,27-02-2025,0.0,280500,0,0.0,0,0.0,280500,-117810.0,134.55,134.13,0,0.0
FO,TATASTEEL,CE,27-02-2025,125.0,-5500,0,0.0,0,0.0,-5500,1925.0,10.1,9.75,0,0.0
FO,TATASTEEL,PE,27-02-2025,125.0,5500,0,0.0,0,0.0,5500,-275.0,0.55,0.5,0,0.0
FO,TATASTEEL,CE,27-02-2025,130.0,-22000,0,0.0,0,0.0,-22000,12100.0,5.8,5.25,0,0.0
FO,TATASTEEL,PE,27-02-2025,130.0,22000,0,0.0,0,0.0,22000,-3300.0,1.3,1.15,0,0.0
FO,TATASTEEL,CE,27-02-2025,135.0,-110000,0,0.0,0,0.0,-110000,49500.0,2.5,2.05,0,0.0
FO,TATASTEEL,PE,27-02-2025,135.0,110000,0,0.0,0,0.0,110000,0.0,2.9,2.9,0,0.0
FO,TATASTEEL,CE,27-02-2025,140.0,-137500,0,0.0,0,0.0,-137500,20625.0,0.9,0.75,0,0.0
FO,TATASTEEL,PE,27-02-2025,140.0,137500,0,0.0,0,0.0,137500,41250.0,6.25,6.55,0,0.0
FO,TATASTEEL,CE,27-02-2025,133.0,-5500,0,0.0,0,0.0,-5500,2750.0,3.6,3.1,0,0.0
FO,TATASTEEL,PE,27-02-2025,133.0,5500,0,0.0,0,0.0,5500,-825.0,2.05,1.9,0,0.0
FO,VEDL,CE,27-02-2025,450.0,-2300,0,0.0,0,0.0,-2300,115.0,1.8,1.75,0,0.0
FO,VEDL,PE,27-02-2025,450.0,2300,0,0.0,0,0.0,2300,-230.0,34.85,34.75,0,0.0
FO,VEDL,CE,27-02-2025,420.0,-1150,0,0.0,0,0.0,-1150,230.0,8.8,8.6,0,0.0
FO,VEDL,PE,27-02-2025,420.0,1150,0,0.0,0,0.0,1150,-690.0,12.3,11.7,0,0.0
FO,VEDL,CE,27-02-2025,440.0,-2300,0,0.0,0,0.0,-2300,0.0,3.0,3.0,0,0.0
FO,VEDL,PE,27-02-2025,440.0,2300,0,0.0,0,0.0,2300,-1265.0,26.5,25.95,0,0.0
FO,VEDL,CE,27-02-2025,460.0,-2300,0,0.0,0,0.0,-2300,115.0,1.1,1.05,0,0.0
FO,VEDL,PE,27-02-2025,460.0,2300,0,0.0,0,0.0,2300,-2300.0,44.5,43.5,0,0.0
FO,VEDL,FF,27-02-2025,0.0,8050,0,0.0,0,0.0,8050,5232.5,416.35,417.0,0,0.0
FO,WIPRO,FF,27-02-2025,0.0,3000,0,0.0,0,0.0,3000,15600.0,306.5,311.7,0,0.0
FO,WIPRO,CE,27-02-2025,314.0,-3000,0,0.0,0,0.0,-3000,-5400.0,2.55,4.35,0,0.0
FO,WIPRO,PE,27-02-2025,314.0,3000,0,0.0,0,0.0,3000,-10050.0,10.0,6.65,0,0.0
